RespondentID,StartDate,EndDate,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q1_7,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q2_8,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q3_7,q4,q5,q6,q7,q7_other,q8,q9,q10,q11,q12,q13,q14_1,q14_2,q15,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q16_8,q17,q18,q19,q20,q21,q22,q23_1,q23_2,q23_3,q24_1,q24_2,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41_1,q41_2,q41_3,q41_4,q41_5,q41_6,q41_7,q42,q43,q44,q45,q46,q47_2,q47_3,q47_4,q47_5,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q49_1,q49_2,q49_3,q49_4,q49_5,q49_6,q50,q57_1,q57_2,q57_3,Gender,Education,q62,q62_other,q64,q66,q67,Religion,Belief1,Belief2,Time_Taken,Time_cat,Belief3,Belief4,Belief5,Belief6,Belief7,Belief8,Belief9,Belief10,Belief11,Belief12,Belief13,Inv14,Inv15,Inv16,Inv17,Inv18,Inv19,Inv20,Inv21,Inv22,Behaviour23,Behaviour24,Behaviour25,Behaviour26,Behaviour27,Behaviour28,Behaviour29,Behaviour30,Behaviour31,PSR32,PSR33,PSR34,PSR35,PSR36,LG6_Final_missing,Income,Cautious,q16a,q16b,q16c,q16d,q16e,q16f,q16g,q16h,TestResult,Religion_reduced,Religion_final,q69_other,Eco_crisis,Human_ingenuity,Human_rule,Earth_limits,Buddhist,Athiest_Agnostic,Jewish,Hindu,Muslim,Income2,HR_AA,HR_Buddhist,Children,Have_children,Children_under15,Retirees,Full_time_employed,Self_employed,Student,Unemployed,Part_time_employed,Capital_City,Regional_town,Rural_area,Religion_new,Belief2R,Scientific_Consensus,Human_caused,Christian_literal,Christian_non_literal,HR_Christian_non_literal,HR_Christian_Literal,Age_recoded
1502636269,08/04/2011 01:45:08,08/04/2011 01:59:26,Strongly agree,Strongly agree,Unsure,Mildy agree,Unsure,Mildy agree,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Unsure,Unsure,Unsure,No,NA,Somewhat sure,NA,,There is a lot of disagreement among scientists about whethe,Not at all confident,-1,Not very worried,A little,Not too important,Somewhat disagree,Strongly disagree,"Humans can't reduce climate change, even if it is happening",Don't know,Don't know,Don't know,Don't know,Don't know,True,False,False,Not at all,Not at all,Not at all,Don't know,Don't know,50 years,Strongly disagree,Mildly agree,Unsure,Somewhat agree,Somewhat disagree,Not at all,A little,A little,Never,Never,Never,About the same,About the same,Rarely,About the same,Rarely,About the same,Sometimes,About the same,Most,NA,NA,NA,NA,NA,NA,NA,NA,Low,Currently doing the right amount,Currently doing the right amount,A small-scale effort even if it has small economic consequen,"Only if other industrialised countries (such as England, Ger",Unsure,Strongly disagree,Unsure,Strongly disagree,Unsure,Unsure,Strongly disagree,Unsure,Strongly disagree,Strongly agree,Unsure,Mildly agree,Unsure,Unsure,Mildly agree,Mildly agree,I need a little more information,2,0,0,Female,Completed secondary school / year 12,Capital city,,Queensland (QLD),Retired / pension recipient,"$20,800 - $31,199 per year ($400 - $599 per week)",Anglican (Church of England),3,4,14.3,4,Most scientists think global warming is not happening,1,NA,NA,3,2,2,2,1,2,2,4,2,2,3,2,3,1,1,4,1,1,1,2,2,3,3,5,4,1,3,3,2,3,Doubtful,6,0,0,0,0,0,0,0,0,1,1,Protestant,Protestant,,-0.370570509402102,-0.11058348658678,2.16254047750123,-0.423548312748133,0,0,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Christian non-literal,None of the above because global warming isn't happening,0,0,0,1,2.16254047750123,0,66-70 years
1502666184,08/04/2011 02:35:02,08/04/2011 02:46:13,Mildy agree,Unsure,Mildy agree,Mildy agree,Mildy agree,Mildy agree,Strongly agree,Unsure,Mildly agree,Mildly disagree,Mildly agree,Mildly disagree,Mildly agree,Unsure,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Unsure,Mildly disagree,Mildly agree,Strongly disagree,Yes,Very sure,0,Caused mostly by human activities,,There is a lot of disagreement among scientists about whethe,A little confident,-2,Very worried,A lot,Very important,Somewhat disagree,Somewhat disagree,"Humans could reduce climate change, but it's unclear at this",True,True,True,Don't know,Don't know,Don't know,True,True,A moderate amount,A great deal,A great deal,A great deal,A great deal,They are being harmed now,Strongly agree,Mildly agree,Strongly agree,Strongly disagree,Strongly agree,Some,A lot,A lot,Once,Never,A few times (2-3),About the same,More frequently,Rarely,About the same,Not applicable,About the same,Sometimes,About the same,Most,NA,NA,NA,NA,NA,NA,NA,NA,Medium,More,More,A medium-scale effort even if it has moderate economic conse,Only if other industrialised countries and developing countr,Unsure,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Unsure,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Unsure,Mildly agree,I need a little more information,1,0,0,Female,"Certificate, including trade certificate / TAFE qualificatio",Capital city,,Western Australia (WA),Employed part-time or casual,"$1 - $10,399 per year ($1 - $199 per week)",No religion,8,1,11.2,3,Most scientists think global warming is not happening,3,4,4,6,4,4,4,3,4,4,5,4,4,3,4,3,2,3,4,2,1,3,2,3,3,NA,5,4,2,4,4,3,2,Concerned,3,0,1,1,1,0,0,0,1,0,4,No religion,No religion,,0.42373278379408,0.568176623030258,-0.0315883103589315,0.033786832472337,0,1,0,0,0,9,-0.0315883103589315,0,0,0,0,0,0,0,0,0,1,1,0,0,Atheist/Agnostic/No religion,Caused mostly by human activities,0,1,0,0,0,0,56-60 years
1502686727,08/04/2011 03:14:00,08/04/2011 09:25:48,Strongly agree,Mildy agree,Strongly disagree,Mildy agree,Mildly disagree,Strongly agree,Strongly agree,Mildly agree,Mildly agree,Mildly disagree,Strongly agree,Strongly disagree,Mildly disagree,Mildly disagree,Mildly disagree,Mildly agree,Mildly agree,Mildly agree,Mildly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,NA,Extremely sure,NA,,There is a lot of disagreement among scientists about whethe,Not at all confident,+1,Not at all worried,A lot,Not at all important,Strongly disagree,Strongly disagree,"Humans can't reduce climate change, even if it is happening",True,False,False,False,False,True,True,Don't know,Not at all,Not at all,Not at all,Not at all,Only a little,Never,Mildly agree,Mildly agree,Mildly agree,Strongly agree,Somewhat agree,Not at all,Not at all,Some,Never,Never,Never,About the same,About the same,Rarely,About the same,Never,About the same,Sometimes,About the same,Most,NA,NA,NA,NA,NA,NA,NA,NA,Low,Less,Currently doing the right amount,No effort,Only if other industrialised countries and developing countr,Mildly agree,Strongly disagree,Mildly disagree,Mildly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I need a lot more information,2,0,0,Male,Postgraduate degree or qualification,Regional town,,Queensland (QLD),Retired / pension recipient,"$31,200 - $41,599 per year ($600 - $799 per week)",NA,1,4,371.8,5,Most scientists think global warming is not happening,1,1,2,1,2,1,3,1,1,1,3,1,4,1,1,4,1,2,3,1,1,1,2,2,3,1,5,4,1,2,3,1,2,Dismissive,7,0,1,0,0,1,0,0,1,0,3,NA,NA,,-2.41848359079886,0.494222084204326,-0.458546496722446,1.64022388604013,0,0,0,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,None of the above because global warming isn't happening,0,0,NA,NA,NA,NA,81-85 years
1502731096,08/04/2011 04:59:44,08/04/2011 05:35:57,Strongly disagree,Strongly agree,Mildly disagree,Strongly agree,Strongly disagree,Mildy agree,Mildy agree,Mildly agree,Mildly agree,Strongly agree,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Strongly disagree,Strongly disagree,Mildly disagree,Mildly disagree,Strongly disagree,Mildly disagree,Strongly disagree,Mildly disagree,No,NA,Extremely sure,NA,,There is a lot of disagreement among scientists about whethe,Fully confident,+3 (very good),Not at all worried,A little,Not at all important,Strongly disagree,Strongly disagree,"Humans can't reduce climate change, even if it is happening",False,True,False,False,True,True,True,False,Not at all,Not at all,Not at all,Not at all,Not at all,Never,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,A little,A little,A little,Never,Never,Never,About the same,About the same,Sometimes,About the same,Never,Less frequently,Never,Less frequently,Some,NA,NA,NA,NA,NA,NA,NA,NA,Low,Currently doing the right amount,Currently doing the right amount,No effort,Only if other industrialised countries and developing countr,Strongly agree,Strongly disagree,Mildly agree,Mildly agree,Mildly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Unsure,Mildly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,I need a little more information,1,0,0,Male,Postgraduate degree or qualification,Capital city,,Victoria (VIC),Self employed,I'd prefer not to provide this information,Catholic,1,4,36.2,5,Most scientists think global warming is not happening,1,1,1,1,2,4,4,1,1,1,1,1,2,3,1,4,1,1,5,1,1,1,2,2,5,NA,NA,4,1,3,3,1,2,Dismissive,NA,0,0,1,0,1,1,0,1,1,5,Catholic,Catholic,,-2.00781184227174,1.52846865992785,0.751547863465632,0.142671994750943,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Christian non-literal,None of the above because global warming isn't happening,0,0,0,1,0.751547863465632,0,46-50 years
1502742259,08/04/2011 05:31:39,08/04/2011 06:10:02,Strongly agree,Mildly disagree,Mildy agree,Unsure,Strongly agree,Mildly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Mildly agree,Unsure,Mildly agree,Strongly agree,Strongly agree,Strongly agree,Mildly disagree,Mildly agree,Mildly disagree,Strongly disagree,Yes,Somewhat sure,0,Caused mostly by human activities,,Most scientists think climate change is happening,Moderately confident,-2,Somewhat worried,Some,Somewhat important,Somewhat agree,Somewhat agree,"Humans could reduce climate change, but it's unclear at this",True,False,Don't know,False,False,Don't know,True,Don't know,A moderate amount,A great deal,A great deal,A great deal,A great deal,25 years,Strongly agree,Mildly agree,Mildly agree,Somewhat agree,Somewhat disagree,Some,Some,Some,Don't know,Many times (6+),Many times (6+),About the same,More frequently,Not applicable,About the same,Rarely,About the same,Often,More frequently,A few,"Yes, I'd like to but probably wont",Strongly agree,Strongly agree,Strongly agree,Mildly disagree,Strongly disagree,Mildly disagree,Mildly agree,High,Much more,More,A medium-scale effort even if it has moderate economic conse,Regardless of what other countries do,Strongly disagree,Unsure,Mildly agree,Strongly agree,Strongly agree,Mildly agree,Strongly agree,Mildly agree,Strongly agree,Strongly disagree,Strongly agree,Mildly disagree,Unsure,Unsure,Mildly agree,Mildly agree,I need a little more information,2,0,0,Male,Some of an undergraduate degree,Rural town,,New South Wales (NSW),Retired / pension recipient,"$52,000 - $64,999 per year ($1,000 - $1,249 per week)",Presbyterian,7,1,38.4,5,Most scientists think global warming is happening,3,4,4,4,4,2,2,3,3,3,5,3,3,3,3,2,3,4,3,NA,5,5,2,3,NA,3,8,3,3,5,4,3,4,Concerned,9,0,1,0,0,1,0,0,1,0,3,Protestant,Protestant,Presbyterian,0.162321306320486,-1.02463496836144,-0.693916544583878,1.23500337309315,0,0,0,0,0,81,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Christian literal,Caused mostly by human activities,1,1,1,0,0,-0.693916544583878,71-75 years
1502857318,08/04/2011 10:28:03,08/04/2011 10:48:30,Mildy agree,Mildly disagree,Unsure,Unsure,Mildy agree,Mildy agree,Mildy agree,Mildly disagree,Unsure,Mildly disagree,Mildly agree,Mildly disagree,Mildly agree,Unsure,Mildly agree,Mildly agree,Mildly agree,Unsure,Unsure,Mildly disagree,Mildly agree,Mildly disagree,Don't know,NA,0,Caused mostly by natural changes in the environment,,There is a lot of disagreement among scientists about whethe,Moderately confident,-3 (very bad),Somewhat worried,Some,Very important,Somewhat agree,Somewhat disagree,"Humans could reduce climate change, but it's unclear at this",Don't know,Don't know,True,False,Don't know,True,True,True,A moderate amount,A moderate amount,A great deal,A great deal,A great deal,10 years,Mildly agree,Mildly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Some,Some,A lot,A few times (2-3),Don't know,Don't know,More frequently,About the same,Not applicable,About the same,Often,About the same,Sometimes,About the same,Most,NA,NA,NA,NA,NA,NA,NA,NA,Very High,More,More,A medium-scale effort even if it has moderate economic conse,Regardless of what other countries do,Unsure,Strongly disagree,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Unsure,Mildly agree,Strongly agree,Mildly disagree,Mildly agree,Unsure,Mildly agree,Unsure,Unsure,I need a lot more information,1,0,0,Female,Some of high school,Capital city,,Queensland (QLD),Retired / pension recipient,I'd prefer not to provide this information,Anglican (Church of England),5,2,20.4,5,Most scientists think global warming is not happening,3,4,4,5,4,3,2,3,3,4,6,3,3,1,4,2,2,3,3,3,NA,NA,3,2,NA,7,5,4,4,4,4,3,4,Concerned,NA,0,0,0,1,1,0,0,1,0,3,Protestant,Protestant,,0.194982808997619,-0.825895677272456,0.258843410775925,-0.969362428545748,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Christian non-literal,Caused mostly by natural changes in the environment,0,0,0,1,0.258843410775925,0,71-75 years
1503676138,08/05/2011 00:18:19,08/05/2011 00:39:57,Mildy agree,Mildly disagree,Mildy agree,Mildy agree,Mildly disagree,Mildy agree,Strongly agree,Mildly disagree,Strongly agree,Mildly agree,Mildly agree,Strongly disagree,Strongly agree,Strongly disagree,Mildly disagree,Mildly agree,Strongly agree,Mildly disagree,Unsure,Mildly disagree,Mildly disagree,Strongly disagree,No,NA,Very sure,NA,,There is a lot of disagreement among scientists about whethe,Not at all confident,+1,Not at all worried,A lot,Very important,Somewhat disagree,Somewhat disagree,"Humans can't reduce climate change, even if it is happening",Don't know,Don't know,Don't know,False,False,True,True,Don't know,Only a little,Only a little,A moderate amount,A moderate amount,A moderate amount,50 years,Mildly disagree,Mildly disagree,Mildly agree,Strongly agree,Strongly disagree,A little,A little,Not at all,Never,Never,Never,More frequently,Less frequently,Rarely,Less frequently,Rarely,About the same,Rarely,About the same,Most,NA,NA,NA,NA,NA,NA,NA,NA,Medium,More,More,A medium-scale effort even if it has moderate economic conse,Regardless of what other countries do,Mildly agree,Unsure,Mildly agree,Mildly agree,Strongly agree,Unsure,Unsure,Unsure,Strongly agree,Strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2,4,21.6,5,Most scientists think global warming is not happening,2,3,3,3,2,1,1,1,1,1,3,1,4,NA,4,3,2,NA,NA,1,1,1,3,1,NA,3,3,4,2,4,4,3,4,Doubtful,NA,0,0,0,0,1,0,0,1,0,2,NA,NA,,-1.00340170379466,0.857328743703051,-1.6034252610673,0.788513294712946,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,None of the above because global warming isn't happening,0,0,NA,NA,NA,NA,NA
1503758502,08/05/2011 02:32:44,08/05/2011 02:57:14,Unsure,Mildly disagree,Mildy agree,Unsure,Mildy agree,Unsure,Mildy agree,Unsure,Strongly agree,Mildly disagree,Unsure,Mildly disagree,Mildly agree,Unsure,Mildly agree,Strongly agree,Unsure,Mildly agree,Unsure,Mildly disagree,Mildly agree,Mildly disagree,Yes,Very sure,0,Caused mostly by human activities,,There is a lot of disagreement among scientists about whethe,Moderately confident,-2,Somewhat worried,A little,Somewhat important,Somewhat disagree,Somewhat disagree,"Humans could reduce climate change, but it's unclear at this",Don't know,Don't know,True,False,Don't know,Don't know,True,True,A moderate amount,A moderate amount,A moderate amount,Don't know,A moderate amount,25 years,Mildly agree,Mildly agree,Strongly agree,Strongly disagree,Strongly disagree,Some,Some,Some,Never,Don't know,Don't know,More frequently,More frequently,Never,More frequently,Sometimes,About the same,Sometimes,About the same,Some,NA,NA,NA,NA,NA,NA,NA,NA,High,More,More,A medium-scale effort even if it has moderate economic conse,Regardless of what other countries do,Mildly disagree,Unsure,Strongly agree,Strongly agree,Mildly agree,Strongly agree,Unsure,Unsure,Mildly agree,Mildly disagree,Unsure,Mildly agree,Strongly agree,Mildly agree,Mildly agree,Mildly agree,I need some more information,2,NA,NA,Female,Completed secondary school / year 12,Capital city,,New South Wales (NSW),Retired / pension recipient,I'd prefer not to provide this information,Catholic,8,1,24.5,5,Most scientists think global warming is not happening,3,NA,3,4,4,4,1,3,3,3,5,3,2,2,3,3,2,3,3,1,NA,NA,3,3,2,5,5,4,3,4,4,3,4,Cautious,NA,1,0,0,1,1,0,0,1,0,3,Catholic,Catholic,,0.0164599784577131,-0.147224062476147,-0.500312650909386,-0.435113334086664,0,0,0,0,0,NA,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,Christian non-literal,Caused mostly by human activities,0,1,0,1,-0.500312650909386,0,66-70 years
1504709405,08/06/2011 03:24:28,08/06/2011 03:43:48,Mildy agree,Mildly disagree,Strongly agree,Mildly disagree,Mildy agree,Mildy agree,Mildy agree,Mildly disagree,Mildly agree,Mildly disagree,Strongly agree,Strongly disagree,Mildly agree,Strongly disagree,Mildly agree,Mildly agree,Mildly agree,Unsure,Mildly agree,Mildly agree,Mildly disagree,Strongly disagree,No,NA,Somewhat sure,NA,,There is a lot of disagreement among scientists about whethe,Moderately confident,-1,Somewhat worried,A lot,Somewhat important,Somewhat agree,Somewhat disagree,"Humans could reduce climate change, but it's unclear at this",False,False,True,False,True,True,True,True,Only a little,Only a little,Only a little,A moderate amount,A moderate amount,10 years,Mildly disagree,Mildly disagree,Mildly agree,Somewhat disagree,Somewhat disagree,Some,Some,Some,Never,Several times (4-5),A few times (2-3),More frequently,More frequently,Often,About the same,Sometimes,More frequently,Never,More frequently,A few,"Yes, I'd like to but probably wont",Mildly agree,Strongly agree,Mildly agree,Mildly disagree,Mildly disagree,Mildly disagree,Mildly disagree,Medium,More,More,A medium-scale effort even if it has moderate economic conse,Regardless of what other countries do,Mildly agree,Strongly disagree,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Mildly agree,Unsure,Mildly agree,Mildly disagree,Mildly disagree,Mildly agree,Mildly disagree,Mildly disagree,Mildly agree,Mildly agree,I need a little more information,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,3,4,19.3,5,Most scientists think global warming is not happening,2,3,3,5,4,3,2,3,3,3,4,3,4,3,3,2,2,3,3,1,4,3,3,3,7,6,2,3,2,4,4,3,4,Cautious,NA,1,0,0,1,1,1,0,1,0,4,NA,NA,,0.439989184386157,-0.59863247600792,-0.302620106194408,-0.0177617329153496,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,None of the above because global warming isn't happening,0,0,NA,NA,NA,NA,NA
1508714789,08/08/2011 08:35:54,08/08/2011 08:55:40,Mildy agree,Strongly disagree,Mildy agree,Mildy agree,Mildy agree,Unsure,Mildy agree,Mildly disagree,Mildly agree,Mildly disagree,Mildly agree,Strongly disagree,Mildly agree,Strongly disagree,Unsure,Mildly agree,Mildly agree,Unsure,Mildly agree,Mildly disagree,Unsure,Strongly disagree,Yes,Somewhat sure,0,Caused mostly by human activities,,There is a lot of disagreement among scientists about whethe,Moderately confident,-2,Somewhat worried,Some,Somewhat important,Somewhat agree,Somewhat agree,"Humans could reduce climate change, but it's unclear at this",True,Don't know,False,True,False,True,True,True,A moderate amount,A moderate amount,A moderate amount,A great deal,A great deal,They are being harmed now,Mildly agree,Mildly agree,Mildly agree,Somewhat disagree,Somewhat disagree,A little,Some,A lot,Never,Never,Never,More frequently,More frequently,Sometimes,About the same,Sometimes,Less frequently,Often,More frequently,None,"Yes, I'd like to but probably wont",Mildly agree,Strongly agree,Strongly agree,Unsure,Mildly disagree,Mildly disagree,Mildly agree,High,Much more,More,A medium-scale effort even if it has moderate economic conse,Regardless of what other countries do,Strongly disagree,Mildly disagree,Mildly agree,Unsure,Mildly agree,Strongly agree,Mildly agree,Unsure,Mildly agree,Mildly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,7,1,19.8,5,Most scientists think global warming is not happening,3,4,4,6,4,3,2,2,3,4,5,3,3,NA,3,2,3,NA,NA,1,1,1,3,3,5,NA,8,3,3,5,4,3,4,Concerned,NA,0,1,0,0,0,0,0,1,0,2,NA,NA,,-0.198885067745341,-0.55892554589699,-0.745794765271949,-0.349236320316796,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,Caused mostly by human activities,0,1,NA,NA,NA,NA,NA
